N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4168.0,1.0,2.32
20,0.0,4168.0,1.0,2.32
30,0.0,4224.0,1.0,1.7
40,0.0,4152.0,1.0,1.58
50,0.0,4168.0,1.0,0.96
60,0.0001,4196.0,1.0,0.88
70,0.0001,4232.0,1.0,0.73
80,0.0001,4176.0,1.0,0.63
90,0.0001,4196.0,1.0,0.82
100,0.0002,4168.0,1.0,0.4
200,0.0004,5192.0,1.0,0.11
300,0.0007000000000000001,6256.0,1.0,0.23
400,0.0009,6240.0,1.0,0.29
500,0.0012,7236.0,1.0,0.1
600,0.0015,6192.0,1.0,0.06
700,0.0018,8368.0,1.0,0.01
800,0.0021,9304.0,1.0,0.01
900,0.0024,8228.0,1.0,0.18
1000,0.0028000000000000004,10368.0,1.0,0.03
1200,0.0104,4168.0,2.29,96.07
1400,0.012199999999999999,4168.0,2.21,105.12
1600,0.0147,3188.0,2.31,96.78
1800,0.0166,4196.0,2.25,100.52
2000,0.019299999999999998,4168.0,2.37,108.99
2500,0.024900000000000002,4132.0,2.35,108.74
3000,0.0296,5220.0,2.27,110.66
3500,0.0358,5192.0,2.36,111.55
4000,0.0416,4132.0,2.34,110.39
4500,0.0487,5192.0,2.39,112.94
5000,0.0555,5152.0,2.44,122.78
6000,0.069,6216.0,2.5,121.31
7000,0.08130000000000001,6180.0,2.46,124.13
8000,0.094,6196.0,2.43,126.44
9000,0.10550000000000001,6180.0,2.42,121.82
10000,0.1219,8272.0,2.52,122.75
