K,Time (s),Memory (KB),Passes
1,1894.36,767860.0,4
2,1879.51,914164.0,3
3,2529.5,1064896.0,2
4,1868.74,1207476.0,2
5,2155.52,1354204.0,2
6,1960.08,1496984.0,2
7,3.52,422028.0,1
