K,Time (s),Memory (KB),Passes
1,2467.83,616432.0,5
2,2401.96,634628.0,5
3,2360.48,634528.0,5
4,2419.94,627060.0,5
5,2099.34,634036.0,5
6,2222.89,627512.0,5
7,3.49,421884.0,1
