K,Time (s),Memory (KB),Passes
1,3159.59,655616.0,6
2,4187.56,655772.0,6
3,3036.01,655736.0,6
4,2872.19,655596.0,6
5,2831.01,655584.0,6
6,2703.95,655732.0,6
7,3.54,421848.0,1
