K,Average User Time (s),Average Memory (KB),Passes
1,0.006,13908.0,1
2,0.008,14036.0,1
3,0.006,14027.2,1
4,0.004,14030.4,1
5,0.002,14036.8,1
6,0.004,14001.6,1
7,0.008,14005.6,1
8,0.006,13996.0,1
9,0.004,14053.6,1
10,0.006,13872.0,1
