K,Average User Time (s),Average Memory (KB),Passes
1,0.174,4595.2,43
2,0.056,4779.2,14
3,0.03,5012.8,7
4,0.014,5367.2,4
5,0.018,5555.2,4
6,0.012,5675.2,3
7,0.014,6028.8,3
8,0.016,6135.2,3
9,0.0,6448.0,1
10,0.002,6380.0,1
