K,Average User Time (s),Average Memory (KB),Passes
1,0.37,13299.2,4
2,0.356,13294.4,4
3,0.376,13340.0,4
4,0.38,13219.2,4
5,0.372,13253.6,4
6,0.362,13277.6,4
7,0.378,13264.8,4
8,0.374,13313.6,4
9,0.374,13299.2,4
10,0.37,13255.2,4
