K,Average User Time (s),Average Memory (KB),Passes
1,2.986,49484.0,3
2,3.032,59012.8,3
3,3.142,68777.6,3
4,3.332,78512.0,3
5,3.466,88274.4,3
6,3.434,98046.4,3
7,3.448,107510.4,3
8,2.964,117063.2,2
9,2.9,126612.8,2
10,2.908,136309.6,2
