N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3185.84,3.0,10.0
20,0.0,3180.32,3.0,20.0
30,0.0,3180.0,3.0,30.0
40,0.0,3180.56,3.0,40.0
50,0.0,3184.52,3.0,50.0
60,0.0,3181.28,3.0,60.0
70,0.0,3181.84,3.0,70.0
80,0.0,3185.16,3.0,80.0
90,0.0,3186.44,3.0,90.0
100,0.0,3183.76,3.0,100.0
200,0.01650000000000001,3182.0,3.01,200.0
300,0.04000000000000003,3182.12,3.0,300.0
400,0.07830000000000006,3180.68,3.0,400.0
500,0.12249999999999991,3180.12,3.0,500.0
600,0.18139999999999987,3183.36,3.0,600.0
700,0.24979999999999997,3180.2,3.0,700.0
800,0.41040000000000026,3182.44,3.0,800.0
900,0.42040000000000044,3182.48,3.01,900.0
1000,0.5181000000000006,3185.6,3.0,1000.0
1200,0.7696000000000008,3183.04,3.0,1200.0
1400,1.0645999999999995,3185.12,3.0,1400.0
1600,1.4031,4053.0,3.0,1600.0
1800,1.780200000000001,4124.4,3.0,1800.0
2000,2.2199999999999993,4044.0,3.0,2000.0
2500,3.5225999999999993,4123.2,3.0,2500.0
3000,5.133700000000001,4125.84,3.0,3000.0
3500,7.094799999999999,4947.92,3.0,3500.0
4000,11.0163,5993.72,3.01,4000.0
4500,12.052899999999998,4975.44,3.0,4500.0
5000,14.739,5192.44,3.0,5000.0
6000,21.6496,5900.72,3.0,6000.0
7000,29.9501,6042.88,3.0,7000.0
8000,41.17980000000001,6492.48,3.0,8000.0
9000,50.97429999999999,6978.0,3.0,9000.0
10000,66.43540000000002,7178.72,3.0,10000.0
