N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3182.04,1.0,0.0
20,0.0,3186.48,1.36,20.0
30,0.0,3183.12,1.87,30.0
40,0.0,3178.0,1.95,40.0
50,0.0,3184.08,2.0,50.0
60,0.0,3180.76,2.0,60.0
70,0.0,3186.08,2.0,70.0
80,0.0,3180.88,2.0,80.0
90,0.0,3179.0,2.0,90.0
100,0.0,3181.24,2.0,100.0
200,0.010000000000000007,3180.32,2.0,200.0
300,0.02859999999999997,3179.68,2.0,300.0
400,0.049999999999999906,3182.72,2.0,400.0
500,0.08010000000000005,3182.6,2.0,500.0
600,0.11979999999999981,3188.32,2.0,600.0
700,0.16200000000000006,3185.92,2.0,700.0
800,0.2134000000000003,3187.68,2.0,800.0
900,0.332,3182.68,2.0,900.0
1000,0.33819999999999995,4166.28,2.0,1000.0
1200,0.49950000000000006,4204.28,2.0,1200.0
1400,0.6864000000000001,4207.2,2.0,1400.0
1600,0.8947000000000002,4206.4,2.0,1600.0
1800,1.1436,4205.0,2.0,1800.0
2000,1.4316000000000002,4204.4,2.0,2000.0
2500,2.2186000000000003,5172.16,2.0,2500.0
3000,3.2466000000000004,5217.92,2.0,3000.0
3500,4.504999999999999,6112.8,2.0,3500.0
4000,6.004900000000003,6116.28,2.0,4000.0
4500,7.5772999999999975,6266.16,2.0,4500.0
5000,9.249300000000003,7083.6,2.0,5000.0
6000,13.523999999999996,7871.96,2.0,6000.0
7000,18.570499999999996,8355.28,2.0,7000.0
8000,25.472999999999992,8729.36,2.0,8000.0
9000,31.610799999999998,9998.56,2.0,9000.0
10000,39.69210000000001,11183.68,2.0,10000.0
