M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0005,41024.0,1.0,0.15
2000,0.001,45132.0,1.0,0.18
3000,0.0015,47168.0,1.0,0.44
4000,0.002,50260.0,1.0,0.34
5000,0.0024,52260.0,1.0,0.44
6000,0.0031,56384.0,1.0,0.39
7000,0.0036,60500.0,1.0,0.32
8000,0.0043,63528.0,1.0,0.22
9000,0.0046,64544.0,1.0,0.23
10000,0.0049,64548.0,1.0,0.22
12000,0.0059,67648.0,1.0,0.14
14000,0.0068000000000000005,69664.0,1.0,0.15
16000,0.0074,69748.0,1.0,0.05
18000,0.0077,71776.0,1.0,0.03
25000,0.1252,8256.0,7.79,6054.5
30000,0.1316,9284.0,8.33,6619.96
35000,0.1394,8228.0,8.61,7044.44
40000,0.1487,8224.0,8.82,7382.9
45000,0.1558,8312.0,9.16,7646.4
50000,0.16899999999999998,9304.0,9.42,7860.94
60000,0.193,9300.0,9.88,8192.14
70000,0.2211,9248.0,10.25,8432.31
80000,0.2594,8280.0,10.65,8622.39
90000,0.2927,9264.0,11.02,8768.58
100000,0.325,9300.0,11.12,8892.48
200000,0.6656,8316.0,12.82,9434.73
300000,1.0659,8228.0,13.71,9625.27
400000,1.4623,8228.0,14.56,9720.79
500000,1.8769,8264.0,15.02,9778.93
600000,2.3094,8228.0,15.45,9815.84
700000,2.7669,8508.0,15.86,9843.07
800000,3.2251999999999996,8224.0,16.05,9864.41
900000,3.7384,9252.0,16.33,9880.75
1000000,4.1968,8228.0,16.59,9893.85
2000000,8.9488,8280.0,17.93,9950.09
4000000,18.589100000000002,8292.0,19.0,9978.06
6000000,28.8505,9252.0,19.51,9986.35
8000000,39.0217,8316.0,19.92,9990.73
10000000,49.32020000000001,8224.0,20.05,9993.02
15000000,77.84100000000001,9272.0,20.44,9996.3
20000000,104.4232,8228.0,20.71,9997.64
25000000,128.3902,8248.0,20.83,9998.49
30000000,155.9179,8268.0,20.91,9998.96
35000000,182.31810000000002,8228.0,20.94,9999.4
40000000,210.7409,8224.0,20.95,9999.64
49995000,263.9724,7204.0,20.97,10000.0
