K,Average User Time (s),Average Memory (KB),Passes
1,0.628,25418.4,4
2,0.494,30735.2,2
3,0.528,35751.2,2
4,0.53,39984.0,1
5,0.53,40010.4,1
6,0.538,39956.0,1
7,0.53,39996.8,1
8,0.542,39930.4,1
9,0.526,39980.8,1
10,0.524,39944.0,1
