K,Iteration,User Time (s),Memory (KB),Passes
10,1,36.41,124192.0,1
10,2,35.87,124196.0,1
10,3,35.91,124184.0,1
10,4,36.09,124144.0,1
10,5,36.27,124152.0,1
10,6,36.93,124224.0,1
10,7,35.11,124180.0,1
10,8,35.85,124076.0,1
10,9,35.59,124112.0,1
10,10,38.52,124056.0,1
10,11,42.37,124140.0,1
10,12,41.26,124152.0,1
10,13,42.0,124148.0,1
10,14,40.5,124092.0,1
10,15,36.79,124148.0,1
10,16,36.36,124152.0,1
10,17,36.75,124148.0,1
10,18,36.09,124152.0,1
10,19,35.5,124140.0,1
10,20,35.22,124136.0,1
10,21,35.52,124112.0,1
10,22,36.26,124124.0,1
10,23,36.14,124052.0,1
10,24,35.64,124228.0,1
10,25,35.93,124088.0,1
10,26,35.77,124144.0,1
10,27,34.99,124132.0,1
10,28,34.78,124148.0,1
10,29,35.28,124208.0,1
10,30,35.35,124096.0,1
10,31,35.4,124048.0,1
10,32,35.37,124228.0,1
10,33,36.34,124220.0,1
10,34,35.45,124232.0,1
10,35,35.04,124112.0,1
10,36,38.01,124052.0,1
10,37,37.21,124196.0,1
10,38,35.63,124088.0,1
10,39,35.83,124180.0,1
10,40,36.17,124040.0,1
10,41,36.59,124208.0,1
10,42,36.95,124132.0,1
10,43,36.91,124208.0,1
10,44,35.67,124180.0,1
10,45,36.16,124152.0,1
10,46,35.9,124088.0,1
10,47,35.99,124148.0,1
10,48,36.03,124232.0,1
10,49,35.83,124040.0,1
10,50,36.64,124064.0,1
