K,Iteration,User Time (s),Memory (KB),Passes
2,1,90.64,71876.0,3
2,2,91.09,71800.0,3
2,3,90.36,71816.0,3
2,4,92.08,71816.0,3
2,5,86.46,71908.0,3
2,6,85.37,71852.0,3
2,7,88.12,71816.0,3
2,8,85.47,71956.0,3
2,9,93.51,71884.0,3
2,10,89.18,71800.0,3
2,11,86.41,71924.0,3
2,12,90.62,71772.0,3
2,13,88.42,71872.0,3
2,14,106.63,71816.0,3
2,15,110.66,71820.0,3
2,16,93.17,71952.0,3
2,17,93.69,71908.0,3
2,18,91.29,71804.0,3
2,19,91.85,71904.0,3
2,20,30.53,71820.0,3
2,21,20.03,71852.0,3
2,22,18.58,71908.0,3
2,23,19.1,71952.0,3
2,24,18.74,71768.0,3
2,25,17.26,71948.0,3
2,26,19.48,71816.0,3
2,27,19.24,71852.0,3
2,28,19.78,71936.0,3
2,29,17.91,71868.0,3
2,30,27.66,71876.0,3
2,31,18.71,71784.0,3
2,32,19.46,71872.0,3
2,33,19.36,71760.0,3
2,34,19.85,71944.0,3
2,35,18.66,71880.0,3
2,36,19.79,71944.0,3
2,37,19.63,71800.0,3
2,38,18.17,71904.0,3
2,39,19.17,71876.0,3
2,40,18.43,71868.0,3
2,41,19.22,71868.0,3
2,42,19.16,71804.0,3
2,43,20.2,71800.0,3
2,44,17.51,71776.0,3
2,45,20.63,71904.0,3
2,46,19.64,71848.0,3
2,47,20.27,71868.0,3
2,48,18.39,71804.0,3
2,49,22.78,71828.0,3
2,50,18.27,71924.0,3
