K,Average User Time (s),Average Memory (KB),Passes
1,54.5668,59446.0,4
2,47.2126,71858.96,3
3,22.033,84269.76,2
4,27.0214,96417.52,2
5,35.961,108302.72,2
6,65.803,119640.4,2
7,71.72,124119.68,1
8,40.6138,124146.4,1
9,36.4058,124138.24,1
10,36.4834,124142.08,1
