K,Iteration,User Time (s),Memory (KB),Passes
8,1,69.18,124148.0,1
8,2,76.62,124100.0,1
8,3,80.4,124180.0,1
8,4,85.85,124092.0,1
8,5,78.61,124096.0,1
8,6,48.4,124216.0,1
8,7,34.18,124208.0,1
8,8,34.33,124192.0,1
8,9,35.67,124144.0,1
8,10,35.47,124056.0,1
8,11,35.18,124112.0,1
8,12,37.02,124136.0,1
8,13,36.42,124096.0,1
8,14,36.48,124200.0,1
8,15,36.52,124208.0,1
8,16,34.73,124204.0,1
8,17,35.91,124132.0,1
8,18,35.45,124220.0,1
8,19,34.92,124112.0,1
8,20,37.11,124140.0,1
8,21,35.78,124200.0,1
8,22,35.77,124044.0,1
8,23,36.44,124136.0,1
8,24,35.86,124184.0,1
8,25,36.06,124056.0,1
8,26,36.57,124140.0,1
8,27,36.3,124136.0,1
8,28,38.38,124216.0,1
8,29,38.33,124152.0,1
8,30,38.83,124228.0,1
8,31,38.0,124088.0,1
8,32,36.76,124228.0,1
8,33,37.04,124144.0,1
8,34,35.73,124112.0,1
8,35,35.87,124056.0,1
8,36,36.34,124144.0,1
8,37,35.6,124072.0,1
8,38,36.97,124216.0,1
8,39,36.1,124140.0,1
8,40,37.36,124068.0,1
8,41,34.66,124176.0,1
8,42,34.9,124180.0,1
8,43,34.99,124188.0,1
8,44,35.95,124100.0,1
8,45,35.42,124208.0,1
8,46,33.95,124136.0,1
8,47,35.11,124076.0,1
8,48,37.62,124180.0,1
8,49,38.41,124200.0,1
8,50,37.14,124124.0,1
