N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4144.0,1.0,1.0
20,0.0001,4140.0,1.86,20.0
30,0.0002,4140.0,1.98,30.0
40,0.0004,3156.0,2.0,40.0
50,0.0006,4140.0,2.0,50.0
60,0.0009,4168.0,2.0,60.0
70,0.0012,4160.0,2.0,70.0
80,0.0017000000000000001,3136.0,2.0,80.0
90,0.0021,4184.0,2.0,90.0
100,0.0026,4152.0,2.0,100.0
200,0.01,4148.0,2.0,200.0
300,0.0239,4164.0,2.09,300.0
400,0.0478,3184.0,2.37,400.0
500,0.0808,4180.0,2.51,500.0
600,0.12390000000000001,4128.0,2.73,600.0
700,0.1739,4144.0,2.83,700.0
800,0.2418,3120.0,2.94,800.0
900,0.29469999999999996,4136.0,2.96,900.0
1000,0.36619999999999997,4164.0,2.97,1000.0
1200,0.5378000000000001,5168.0,3.0,1200.0
1400,0.7643000000000001,5168.0,3.0,1400.0
1600,0.9895999999999999,4176.0,3.0,1600.0
1800,1.2164,5192.0,3.0,1800.0
2000,1.5674000000000001,4144.0,3.0,2000.0
2500,2.3872,5224.0,3.0,2500.0
3000,3.5338,5156.0,3.0,3000.0
3500,4.7165,6180.0,3.0,3500.0
4000,6.0302999999999995,6180.0,3.0,4000.0
4500,7.5641,6180.0,3.0,4500.0
5000,9.545499999999999,7256.0,3.0,5000.0
6000,13.5897,8224.0,3.0,6000.0
7000,18.4117,9252.0,3.0,7000.0
