N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,4188.0,1.0,1.0
20,0.0002,3128.0,1.94,20.0
30,0.00043,4164.0,1.997,30.0
40,0.0005,3192.0,2.02,40.0
50,0.00121,4176.0,2.123,50.0
60,0.00171,4148.0,2.305,60.0
70,0.00271,4184.0,2.468,70.0
80,0.00361,3136.0,2.626,80.0
90,0.004719999999999999,4160.0,2.753,90.0
100,0.006019999999999999,4188.0,2.812,100.0
200,0.0259,3120.0,3.008,200.0
300,0.04056,4156.0,3.225,300.0
400,0.12117,4152.0,3.544,400.0
500,0.18528999999999998,3120.0,3.782,500.0
600,0.29869999999999997,3188.0,3.909,600.0
700,0.319,3108.0,3.962,700.0
800,0.5426599999999999,3108.0,3.985,800.0
900,0.65139,4172.0,4.001,900.0
1000,0.64608,4128.0,4.002,1000.0
1200,1.20352,4132.0,4.048,1200.0
1400,1.7689300000000001,4132.0,4.137,1400.0
1600,2.60088,5208.0,4.237,1600.0
1800,2.84081,4132.0,4.393,1800.0
2000,3.97438,4132.0,4.514,2000.0
2500,6.49206,5220.0,4.776,2500.0
3000,7.7697899999999995,5192.0,4.877,3000.0
3500,13.17401,6236.0,4.941,3500.0
