N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,4172.0,1.0,1.0
20,0.00019,4164.0,1.792,20.0
30,0.00044,3136.0,1.971,30.0
40,0.0005,4136.0,1.992,40.0
50,0.00115,4184.0,2.0,50.0
60,0.00164,3124.0,2.0,60.0
70,0.00226,4172.0,2.0,70.0
80,0.0028,3168.0,2.0,80.0
90,0.00354,4156.0,2.0,90.0
100,0.00441,4188.0,2.0,100.0
200,0.0179,3124.0,2.001,200.0
300,0.027039999999999998,4136.0,2.081,300.0
400,0.05404,3140.0,2.33,400.0
500,0.13225,4152.0,2.558,500.0
600,0.21862,3164.0,2.738,600.0
700,0.31047,3192.0,2.854,700.0
800,0.37207999999999997,3108.0,2.922,800.0
900,0.43251,3108.0,2.955,900.0
1000,0.5219,4152.0,2.975,1000.0
1200,0.77454,4140.0,2.993,1200.0
1400,1.2334200000000002,4160.0,2.997,1400.0
