N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,7.000000000000001e-05,3120.0,2.114,10.0
20,0.00026000000000000003,4152.0,2.788,20.0
30,0.0006,3128.0,2.957,30.0
40,0.0007199999999999999,4180.0,2.996,40.0
50,0.0016200000000000001,4144.0,3.012,50.0
60,0.0016,4152.0,3.054,60.0
70,0.00337,4152.0,3.163,70.0
80,0.00432,4192.0,3.295,80.0
90,0.00563,4152.0,3.392,90.0
100,0.00731,3124.0,3.526,100.0
200,0.024480000000000002,4184.0,3.986,200.0
300,0.07116,4144.0,4.025,300.0
400,0.14083,3104.0,4.185,400.0
500,0.22509,4160.0,4.424,500.0
600,0.35448,4156.0,4.656,600.0
700,0.42025,3104.0,4.783,700.0
800,0.5565,3108.0,4.893,800.0
900,0.83497,5196.0,4.941,900.0
1000,0.9933200000000001,4168.0,4.96,1000.0
1200,1.36553,4132.0,4.998,1200.0
1400,2.14487,4132.0,5.011,1400.0
1600,2.10302,4180.0,5.038,1600.0
1800,3.0058499999999997,4132.0,5.1,1800.0
2000,3.37302,5156.0,5.17,2000.0
2500,7.204,5192.0,5.42,2500.0
3000,9.089870000000001,5160.0,5.626,3000.0
3500,15.10262,6180.0,5.762,3500.0
4000,19.8227,6236.0,5.871,4000.0
4500,26.0855,6204.0,5.926,4500.0
