M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00067,377944.0,1.0,0.122
2000,0.00173,403532.0,1.0,0.19
3000,0.00171,429108.0,1.0,0.325
4000,0.00231,459852.0,1.0,0.403
5000,0.00415,493624.0,1.0,0.471
6000,0.00344,527440.0,1.0,0.408
7000,0.004019999999999999,557160.0,1.0,0.362
8000,0.00462,581684.0,1.0,0.298
9000,0.00745,600136.0,1.0,0.215
10000,0.00816,615496.0,1.0,0.206
12000,0.00948,636056.0,1.0,0.17
14000,0.01033,649300.0,1.0,0.119
16000,0.01182,658524.0,1.0,0.065
18000,0.01286,663604.0,1.0,0.05
25000,0.016489999999999998,682032.0,1.0,28.803
30000,0.019649999999999997,694364.0,1.0,90.174
35000,0.02299,691284.0,1.0,204.539
40000,0.02444,700472.0,1.0,590.626
45000,0.027129999999999998,709732.0,1.0,1109.45
50000,0.02018,709672.0,1.0,1509.59
60000,0.02866,700452.0,1.0,1659.93
70000,0.038869999999999995,702564.0,1.0,1581.67
80000,0.03642,703524.0,1.0,1482.32
90000,0.0435,705688.0,1.0,1386.08
100000,0.045630000000000004,704548.0,1.0,1300.92
200000,0.5156000000000001,8228.0,3.037,9427.27
300000,0.7041900000000001,8292.0,3.011,9620.22
400000,0.92712,8256.0,2.991,9717.93
500000,1.08904,8228.0,2.958,9776.33
600000,1.29957,8224.0,2.934,9815.01
700000,1.06337,8240.0,2.917,9843.24
800000,1.664,9284.0,2.916,9863.92
900000,1.81609,8304.0,2.875,9879.97
1000000,2.02533,8228.0,2.84,9892.52
2000000,3.72022,8224.0,2.649,9949.96
4000000,6.19704,8228.0,2.428,9977.73
6000000,10.15274,8236.0,2.296,9986.48
8000000,13.15161,8228.0,2.224,9990.81
10000000,14.49105,8228.0,2.145,9993.27
