M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.00067,377912.0,1.0,0.122
2000,0.0016899999999999999,403516.0,1.0,0.19
3000,0.00172,429112.0,1.0,0.325
4000,0.00232,458828.0,1.0,0.403
5000,0.0040999999999999995,492660.0,1.0,0.471
6000,0.0034500000000000004,527484.0,1.0,0.408
7000,0.00395,557172.0,1.0,0.362
8000,0.00463,580644.0,1.0,0.298
9000,0.00743,601184.0,1.0,0.215
10000,0.00813,614520.0,1.0,0.206
12000,0.00941,635944.0,1.0,0.17
14000,0.01043,648256.0,1.0,0.119
16000,0.011869999999999999,658500.0,1.0,0.065
18000,0.01283,662580.0,1.0,0.05
25000,0.011359999999999999,682016.0,1.0,28.803
30000,0.01909,692288.0,1.0,90.174
35000,0.02172,691256.0,1.0,204.539
40000,0.0165,700452.0,1.0,590.626
45000,0.027190000000000002,710732.0,1.0,1109.45
50000,0.02985,710692.0,1.0,1509.59
60000,0.03052,700452.0,1.0,1659.93
70000,0.026809999999999997,701476.0,1.0,1581.67
80000,0.04184,702496.0,1.0,1482.32
90000,0.04789,707640.0,1.0,1386.08
100000,0.03545,705604.0,1.0,1300.92
200000,0.27113,14840.0,1.0,9425.99
300000,0.37009,14404.0,1.0,9619.86
400000,0.49172000000000005,14140.0,1.0,9717.14
500000,0.5042,15108.0,1.0,9775.54
600000,0.63361,15008.0,1.0,9814.47
700000,0.723,14364.0,1.0,9842.3
800000,0.79847,14352.0,1.0,9863.83
900000,0.77898,14340.0,1.0,9880.11
1000000,0.9723200000000001,14428.0,1.0,9893.03
2000000,1.46583,15276.0,1.0,9950.48
4000000,2.6328,14104.0,1.0,9977.55
6000000,5.15119,13780.0,1.0,9986.48
8000000,6.26053,14356.0,1.0,9990.74
10000000,8.42036,14680.0,1.0,9993.23
15000000,12.63439,13040.0,1.0,9996.34
