K,Iteration,User Time (s),Memory (KB),Passes
4,1,5.7,111440.0,2
4,2,5.7,111464.0,2
4,3,5.64,111544.0,2
4,4,5.58,111536.0,2
4,5,5.67,111552.0,2
4,6,5.62,111452.0,2
4,7,5.54,111372.0,2
4,8,5.61,111444.0,2
4,9,5.62,111456.0,2
4,10,5.73,111420.0,2
4,11,5.62,111424.0,2
4,12,5.61,111540.0,2
4,13,5.57,111420.0,2
4,14,5.55,111368.0,2
4,15,5.59,111548.0,2
4,16,5.67,111540.0,2
4,17,5.54,111556.0,2
4,18,5.59,111556.0,2
4,19,5.58,111520.0,2
4,20,5.62,111416.0,2
4,21,5.59,111380.0,2
4,22,5.56,111424.0,2
4,23,5.59,111420.0,2
4,24,5.64,111416.0,2
4,25,5.66,111560.0,2
4,26,5.78,111480.0,2
4,27,5.56,111464.0,2
4,28,5.53,111524.0,2
4,29,5.59,111468.0,2
4,30,5.79,111508.0,2
4,31,5.75,111472.0,2
4,32,5.72,111420.0,2
4,33,5.56,111400.0,2
4,34,5.52,111524.0,2
4,35,5.61,111368.0,2
4,36,5.62,111440.0,2
4,37,5.69,111468.0,2
4,38,5.62,111544.0,2
4,39,5.65,111464.0,2
4,40,5.63,111420.0,2
4,41,5.67,111464.0,2
4,42,5.63,111460.0,2
4,43,5.56,111472.0,2
4,44,5.66,111552.0,2
4,45,5.62,111404.0,2
4,46,5.67,111388.0,2
4,47,5.68,111440.0,2
4,48,5.64,111520.0,2
4,49,5.64,111452.0,2
4,50,5.57,111420.0,2
