K,Iteration,User Time (s),Memory (KB),Passes
6,1,0.66,125808.0,1
6,2,0.37,125656.0,1
6,3,0.63,125764.0,1
6,4,0.38,125640.0,1
6,5,0.64,125804.0,1
6,6,0.4,125780.0,1
6,7,0.4,125676.0,1
6,8,0.67,125676.0,1
6,9,0.41,125760.0,1
6,10,0.63,125640.0,1
6,11,0.43,125692.0,1
6,12,0.4,125760.0,1
6,13,0.38,125716.0,1
6,14,0.43,125792.0,1
6,15,0.46,125716.0,1
6,16,0.42,125776.0,1
6,17,0.36,125728.0,1
6,18,0.47,125760.0,1
6,19,0.41,125792.0,1
6,20,0.38,125676.0,1
6,21,0.4,125660.0,1
6,22,0.43,125788.0,1
6,23,0.44,125792.0,1
6,24,0.45,125812.0,1
6,25,0.4,125672.0,1
6,26,0.41,125656.0,1
6,27,0.49,125712.0,1
6,28,0.65,125788.0,1
6,29,0.44,125760.0,1
6,30,0.66,125736.0,1
6,31,0.4,125728.0,1
6,32,0.67,125732.0,1
6,33,0.43,125672.0,1
6,34,0.45,125724.0,1
6,35,0.68,125724.0,1
6,36,0.39,125764.0,1
6,37,0.34,125672.0,1
6,38,0.44,125720.0,1
6,39,0.42,125708.0,1
6,40,0.41,125800.0,1
6,41,0.45,125716.0,1
6,42,0.37,125628.0,1
6,43,0.47,125808.0,1
6,44,0.49,125692.0,1
6,45,0.4,125672.0,1
6,46,0.4,125660.0,1
6,47,0.43,125680.0,1
6,48,0.42,125764.0,1
6,49,0.42,125728.0,1
6,50,0.43,125776.0,1
