K,Average User Time (s),Average Memory (KB),Passes
1,3.9804,109440.0,4
2,2.0424,104532.64,3
3,3.6974,100705.12,3
4,5.627,111466.08,2
5,7.8486,129619.12,2
6,0.4602,125727.12,1
7,0.5688,125726.8,1
8,0.5172,125715.6,1
9,0.4228,125713.12,1
10,0.4896,125711.52,1
