K,Iteration,User Time (s),Memory (KB),Passes
5,1,7.85,129668.0,2
5,2,7.97,129596.0,2
5,3,7.91,129540.0,2
5,4,7.93,129652.0,2
5,5,7.87,129544.0,2
5,6,7.85,129652.0,2
5,7,7.86,129596.0,2
5,8,7.89,129632.0,2
5,9,7.71,129592.0,2
5,10,7.99,129564.0,2
5,11,7.9,129524.0,2
5,12,7.95,129592.0,2
5,13,7.79,129636.0,2
5,14,7.81,129680.0,2
5,15,7.8,129648.0,2
5,16,7.8,129584.0,2
5,17,7.82,129548.0,2
5,18,7.86,129652.0,2
5,19,7.76,129544.0,2
5,20,7.85,129648.0,2
5,21,7.87,129540.0,2
5,22,7.93,129536.0,2
5,23,7.73,129636.0,2
5,24,7.93,129688.0,2
5,25,7.99,129584.0,2
5,26,7.9,129596.0,2
5,27,7.89,129688.0,2
5,28,8.05,129680.0,2
5,29,7.8,129680.0,2
5,30,7.76,129688.0,2
5,31,7.89,129636.0,2
5,32,7.82,129688.0,2
5,33,7.88,129504.0,2
5,34,7.76,129680.0,2
5,35,7.84,129632.0,2
5,36,7.87,129584.0,2
5,37,7.8,129544.0,2
5,38,7.8,129580.0,2
5,39,7.85,129544.0,2
5,40,7.76,129580.0,2
5,41,7.89,129604.0,2
5,42,7.83,129680.0,2
5,43,7.8,129540.0,2
5,44,7.8,129684.0,2
5,45,7.8,129680.0,2
5,46,7.81,129668.0,2
5,47,7.81,129688.0,2
5,48,7.81,129688.0,2
5,49,7.79,129688.0,2
5,50,7.8,129656.0,2
