K,Iteration,User Time (s),Memory (KB),Passes
2,1,1.99,104544.0,3
2,2,1.94,104468.0,3
2,3,2.04,104600.0,3
2,4,2.04,104508.0,3
2,5,1.97,104540.0,3
2,6,2.01,104628.0,3
2,7,2.05,104492.0,3
2,8,2.02,104560.0,3
2,9,2.07,104508.0,3
2,10,2.01,104616.0,3
2,11,2.03,104488.0,3
2,12,1.97,104544.0,3
2,13,2.28,104504.0,3
2,14,2.05,104612.0,3
2,15,2.28,104452.0,3
2,16,1.96,104452.0,3
2,17,2.31,104536.0,3
2,18,1.99,104424.0,3
2,19,1.95,104456.0,3
2,20,1.92,104560.0,3
2,21,1.99,104424.0,3
2,22,2.03,104548.0,3
2,23,2.02,104564.0,3
2,24,1.99,104564.0,3
2,25,2.0,104448.0,3
2,26,2.02,104492.0,3
2,27,2.0,104492.0,3
2,28,2.23,104488.0,3
2,29,1.96,104648.0,3
2,30,2.02,104548.0,3
2,31,1.98,104528.0,3
2,32,2.18,104464.0,3
2,33,2.05,104564.0,3
2,34,2.26,104544.0,3
2,35,1.97,104528.0,3
2,36,1.97,104504.0,3
2,37,2.23,104452.0,3
2,38,2.01,104504.0,3
2,39,2.27,104632.0,3
2,40,2.05,104600.0,3
2,41,2.03,104644.0,3
2,42,2.01,104596.0,3
2,43,2.01,104524.0,3
2,44,1.94,104456.0,3
2,45,2.02,104628.0,3
2,46,2.0,104540.0,3
2,47,1.99,104556.0,3
2,48,2.03,104560.0,3
2,49,1.99,104600.0,3
2,50,1.99,104500.0,3
