K,Iteration,User Time (s),Memory (KB),Passes
8,1,0.68,125724.0,1
8,2,0.67,125740.0,1
8,3,0.66,125764.0,1
8,4,0.62,125632.0,1
8,5,0.67,125728.0,1
8,6,0.71,125736.0,1
8,7,0.67,125704.0,1
8,8,0.38,125800.0,1
8,9,0.7,125624.0,1
8,10,0.45,125812.0,1
8,11,0.69,125728.0,1
8,12,0.43,125660.0,1
8,13,0.68,125724.0,1
8,14,0.37,125720.0,1
8,15,0.64,125704.0,1
8,16,0.41,125680.0,1
8,17,0.63,125792.0,1
8,18,0.4,125772.0,1
8,19,0.64,125788.0,1
8,20,0.42,125736.0,1
8,21,0.68,125676.0,1
8,22,0.38,125704.0,1
8,23,0.68,125680.0,1
8,24,0.41,125660.0,1
8,25,0.68,125816.0,1
8,26,0.42,125808.0,1
8,27,0.45,125800.0,1
8,28,0.66,125624.0,1
8,29,0.42,125672.0,1
8,30,0.65,125696.0,1
8,31,0.47,125804.0,1
8,32,0.67,125656.0,1
8,33,0.39,125656.0,1
8,34,0.44,125628.0,1
8,35,0.42,125796.0,1
8,36,0.41,125640.0,1
8,37,0.4,125676.0,1
8,38,0.47,125776.0,1
8,39,0.41,125624.0,1
8,40,0.45,125680.0,1
8,41,0.41,125780.0,1
8,42,0.43,125628.0,1
8,43,0.42,125792.0,1
8,44,0.51,125720.0,1
8,45,0.41,125620.0,1
8,46,0.44,125724.0,1
8,47,0.47,125788.0,1
8,48,0.44,125728.0,1
8,49,0.37,125628.0,1
8,50,0.48,125732.0,1
