K,Iteration,User Time (s),Memory (KB),Passes
9,1,0.41,125796.0,1
9,2,0.48,125624.0,1
9,3,0.41,125720.0,1
9,4,0.48,125780.0,1
9,5,0.44,125672.0,1
9,6,0.41,125696.0,1
9,7,0.44,125632.0,1
9,8,0.42,125704.0,1
9,9,0.43,125804.0,1
9,10,0.4,125796.0,1
9,11,0.42,125804.0,1
9,12,0.41,125676.0,1
9,13,0.4,125676.0,1
9,14,0.45,125812.0,1
9,15,0.39,125708.0,1
9,16,0.47,125736.0,1
9,17,0.43,125816.0,1
9,18,0.42,125644.0,1
9,19,0.44,125624.0,1
9,20,0.4,125640.0,1
9,21,0.39,125624.0,1
9,22,0.4,125672.0,1
9,23,0.46,125636.0,1
9,24,0.4,125800.0,1
9,25,0.43,125676.0,1
9,26,0.42,125780.0,1
9,27,0.37,125672.0,1
9,28,0.47,125660.0,1
9,29,0.42,125716.0,1
9,30,0.42,125712.0,1
9,31,0.42,125800.0,1
9,32,0.39,125676.0,1
9,33,0.45,125720.0,1
9,34,0.42,125704.0,1
9,35,0.37,125760.0,1
9,36,0.41,125676.0,1
9,37,0.39,125628.0,1
9,38,0.43,125624.0,1
9,39,0.4,125788.0,1
9,40,0.4,125656.0,1
9,41,0.44,125816.0,1
9,42,0.39,125736.0,1
9,43,0.48,125812.0,1
9,44,0.41,125696.0,1
9,45,0.45,125728.0,1
9,46,0.47,125676.0,1
9,47,0.45,125780.0,1
9,48,0.38,125636.0,1
9,49,0.45,125760.0,1
9,50,0.41,125676.0,1
