K,Time (s),Memory (KB),Passes
1,0.0,3836.0,5
2,0.0,3768.0,2
3,0.0,3620.0,1
4,0.0,3816.0,1
5,0.0,3764.0,1
6,0.0,3756.0,1
7,0.0,3796.0,1
8,0.0,3672.0,1
9,0.0,3768.0,1
10,0.0,3800.0,1
