K,Average User Time (s),Average Memory (KB),Passes
1,1.76,17990.4,4
2,1.858,19404.8,4
3,2.026,20684.8,3
4,1.898,22019.2,3
5,2.104,21907.2,2
6,2.282,24300.8,2
7,2.222,26128.0,2
8,2.378,26780.8,2
9,3.1,28508.8,2
10,3.746,28624.0,2
