K,Average User Time (s),Average Memory (KB),Passes
1,1.914,18105.6,4
2,1.83,19235.2,4
3,1.866,20240.0,3
4,2.052,21385.6,3
5,2.01,22576.0,2
6,1.984,24598.4,2
7,2.234,26198.4,2
8,3.022,27584.0,2
9,3.678,27766.4,2
10,4.388,28931.2,2
