K,Average User Time (s),Average Memory (KB),Passes
1,12.096,58415.2,5
2,12.76,71151.2,3
3,12.456,82999.2,2
4,14.036,95203.2,2
5,14.318,106754.4,2
6,17.842,118632.8,2
7,17.206,123406.4,1
8,18.386,123365.6,1
9,17.494,123396.0,1
10,18.104,123412.8,1
