M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0005,41032.0,1.0,0.09
2000,0.0009,44168.0,1.0,0.09
3000,0.0013,45148.0,1.0,0.08
4000,0.0017000000000000001,47256.0,1.0,0.06
5000,0.0019,48200.0,1.0,0.04
6000,0.0024,49256.0,1.0,0.04
7000,0.0026,50312.0,1.0,0.05
8000,0.0029,51352.0,1.0,0.04
9000,0.0033,52380.0,1.0,0.04
10000,0.0036,53344.0,1.0,0.04
12000,0.0042,54360.0,1.0,0.04
14000,0.004699999999999999,55468.0,1.0,0.02
16000,0.0054,56384.0,1.0,0.03
18000,0.006,57472.0,1.0,0.02
25000,0.2021,8708.0,2.01,43.86
30000,0.1913,8736.0,2.11,45.35
35000,0.24710000000000001,8312.0,2.63,46.82
40000,0.2955,8308.0,3.0,48.73
45000,0.287,8260.0,3.0,51.22
50000,0.2709,8288.0,3.0,53.39
60000,0.228,8292.0,3.0,56.25
70000,0.2115,8352.0,3.11,58.44
80000,0.2704,8292.0,3.52,60.29
90000,0.33649999999999997,8296.0,3.9,62.39
100000,0.33770000000000006,8304.0,3.99,65.72
200000,0.49939999999999996,8800.0,5.99,91.57
300000,0.8664000000000001,8292.0,8.48,118.92
400000,1.3522,8316.0,11.18,148.16
500000,1.9850999999999999,8292.0,13.96,177.61
600000,2.7774,8272.0,16.89,207.38
