N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3166.04,2.0,9.55
20,0.0,3175.28,3.0,15.9
30,0.0,3171.24,3.0,20.4
40,0.0,3179.12,3.0,24.76
50,0.0,3172.24,3.0,27.96
60,0.0,3171.04,3.0,31.94
70,0.0,3176.44,3.03,34.66
80,0.0,3179.24,3.02,38.08
90,0.0,3177.24,3.09,41.9
100,0.0,3179.32,3.15,43.65
200,0.0,3178.28,3.57,62.41
300,0.0,3176.04,3.65,76.17
400,0.0002,3175.84,3.71,79.05
500,0.0015,3177.56,3.73,81.42
600,0.0020000000000000005,3180.8,3.76,86.12
700,0.005700000000000003,3175.48,3.62,82.54
800,0.011600000000000008,3180.48,3.7,84.89
900,0.009500000000000007,3175.32,3.6,79.46
1000,0.01440000000000001,3176.48,3.7,87.83
1200,0.014700000000000012,4045.56,3.61,76.24
1400,0.016600000000000014,4026.6,3.76,85.12
1600,0.02290000000000001,4135.8,3.6,72.36
1800,0.028899999999999974,4138.08,3.89,75.02
2000,0.040399999999999964,4145.68,3.94,80.66
2500,0.06009999999999994,4197.76,3.94,77.17
3000,0.08349999999999998,5174.6,4.04,74.71
3500,0.1216999999999999,5172.52,4.1,74.46
4000,0.09859999999999987,6103.92,3.98,69.73
4500,0.1096999999999999,6200.36,4.07,71.2
5000,0.12670000000000006,6204.28,4.04,80.27
6000,0.1653,7222.36,4.02,74.12
7000,0.20209999999999995,8213.88,4.1,75.69
8000,0.24259999999999995,8267.4,4.02,75.34
9000,0.2895,9321.52,3.99,68.42
10000,0.3189,10334.32,3.99,67.91
