N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3175.76,1.0,0.0
20,0.0,3175.28,1.0,0.0
30,0.0,3175.56,1.0,0.0
40,0.0,3175.88,2.0,24.46
50,0.0,3176.04,2.0,27.76
60,0.0,3174.32,2.0,31.71
70,0.0,3178.08,2.0,34.38
80,0.0,3178.2,2.03,37.45
90,0.0,3174.2,2.05,41.21
100,0.0,3180.6,2.07,43.44
200,0.0,3178.24,2.62,62.27
300,0.0,3172.56,2.63,76.07
400,0.0,3173.76,2.62,79.4
500,0.0010999999999999998,3177.48,2.71,82.15
600,0.0012,3174.88,2.77,86.73
700,0.004800000000000002,3171.4,2.93,83.09
800,0.008900000000000007,3176.84,2.95,86.15
900,0.007800000000000005,3171.64,2.96,79.63
1000,0.01390000000000001,3178.2,3.0,87.65
1200,0.017500000000000012,4192.84,2.98,76.64
1400,0.023100000000000006,4200.44,3.18,86.59
1600,0.02170000000000001,4201.08,3.04,73.75
1800,0.030299999999999997,4202.0,3.15,76.56
2000,0.03679999999999994,4197.88,3.1,82.45
2500,0.05209999999999997,5222.88,3.07,79.18
3000,0.06809999999999997,5224.4,3.12,77.11
3500,0.0672999999999999,5224.6,3.11,76.87
4000,0.07200000000000002,6237.8,3.03,71.36
4500,0.08180000000000001,6249.16,3.06,73.19
5000,0.0919,6247.64,3.06,81.83
6000,0.11329999999999993,7277.12,3.03,75.66
7000,0.1335999999999999,8286.76,3.07,77.56
8000,0.15780000000000013,9323.52,3.02,76.46
9000,0.18069999999999997,9324.72,3.0,69.19
10000,0.205,10347.88,3.0,68.28
