N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3176.56,1.0,0.0
20,0.0,3172.36,1.0,0.0
30,0.0,3176.08,1.0,0.0
40,0.0,3179.8,2.0,24.33
50,0.0,3176.76,2.0,27.44
60,0.0,3173.72,2.0,31.77
70,0.0,3178.48,2.0,34.31
80,0.0,3175.4,2.0,37.39
90,0.0,3177.32,2.0,41.33
100,0.0,3176.36,2.0,42.86
200,0.0,3179.12,2.06,61.21
300,0.0,3182.04,2.36,74.13
400,0.0,3179.64,2.41,78.44
500,0.0002,3179.16,2.37,81.41
600,0.0004,3182.16,2.32,85.89
700,0.0015,3175.12,2.29,81.75
800,0.007300000000000004,3177.16,2.29,84.82
900,0.0063000000000000035,3177.76,2.27,78.65
1000,0.011000000000000008,3174.8,2.32,88.0
1200,0.011300000000000008,4203.28,2.18,76.04
1400,0.015000000000000012,4192.0,2.28,84.25
1600,0.01360000000000001,4198.0,2.11,72.08
1800,0.01350000000000001,4199.16,2.18,74.35
2000,0.022400000000000003,4190.92,2.2,79.41
2500,0.0308,5221.0,2.24,75.54
3000,0.04489999999999997,5209.88,2.44,73.75
3500,0.056500000000000036,5226.64,2.46,73.12
4000,0.06609999999999998,6236.36,2.52,67.73
4500,0.07919999999999998,6244.12,2.61,69.12
5000,0.11279999999999994,6248.24,2.88,78.33
6000,0.1531,7272.12,2.89,71.42
7000,0.2074000000000003,8295.92,3.03,73.53
8000,0.2547000000000001,9312.72,3.0,73.18
9000,0.30089999999999995,9321.64,2.96,65.96
10000,0.36289999999999994,10345.36,3.0,66.03
