N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3177.24,1.0,0.0
20,0.0,3177.2,1.0,0.0
30,0.0,3175.12,1.0,0.0
40,0.0,3172.96,2.0,24.33
50,0.0,3177.92,2.0,27.44
60,0.0,3172.48,2.0,31.77
70,0.0,3177.32,2.0,34.31
80,0.0,3179.24,2.0,37.39
90,0.0,3177.44,2.0,41.33
100,0.0,3175.12,2.0,42.86
200,0.0,3175.08,2.02,61.17
300,0.0,3173.24,2.2,74.0
400,0.0,3176.12,2.35,78.51
500,0.0003,3176.68,2.37,81.38
600,0.0003,3176.44,2.32,85.91
700,0.0027000000000000006,3180.6,2.28,81.73
800,0.005800000000000003,3181.84,2.25,84.76
900,0.007900000000000004,3175.88,2.2,78.67
1000,0.007200000000000005,3175.12,2.22,87.87
1200,0.010200000000000008,4203.36,2.11,75.98
1400,0.01280000000000001,4197.48,2.16,84.18
1600,0.013300000000000008,4188.12,2.07,72.04
1800,0.018900000000000014,4196.92,2.1,74.26
2000,0.025599999999999984,4203.92,2.12,79.37
2500,0.041099999999999984,5225.6,2.2,75.46
3000,0.04189999999999996,5224.4,2.36,73.69
3500,0.06449999999999999,5227.28,2.39,73.11
4000,0.06489999999999999,6237.44,2.5,67.72
4500,0.07849999999999994,6244.64,2.57,69.09
5000,0.11059999999999987,6245.8,2.84,78.35
6000,0.15260000000000004,7268.92,2.87,71.39
7000,0.20640000000000028,8297.24,2.98,73.51
8000,0.25420000000000004,9318.64,2.99,73.2
9000,0.3019999999999998,9324.12,2.96,65.96
10000,0.3638,10344.52,3.0,66.03
