K,Average User Time (s),Average Memory (KB),Passes
1,12.79,637668.0,6
2,12.23,455412.0,5
3,9.09,335476.0,4
4,8.96,519760.0,4
5,13.61,435696.0,4
6,7.12,394424.0,3
7,7.43,332348.0,3
8,8.48,339132.0,3
9,8.88,372952.0,3
10,8.62,402476.0,3
