N,Time (s),Memory (KB),Passes
10,0.0,4144.0,1.0
20,0.0,4132.0,1.0
30,0.0,4188.0,1.0
40,0.0,4148.0,1.0
50,0.0,3136.0,1.0
60,0.0,4148.0,1.0
70,0.0,3164.0,1.0
80,0.0,3128.0,1.0
90,0.0,3156.0,1.0
100,0.0,3196.0,1.0
200,0.0,3160.0,2.0
300,0.0,4188.0,2.0
400,0.01,3140.0,2.0
500,0.01,3144.0,2.0
600,0.01,5192.0,2.0
700,0.01,4156.0,2.0
800,0.01,5176.0,2.0
900,0.02,4172.0,2.0
1000,0.02,5192.0,2.0
1250,0.03,4160.0,2.0
1500,0.03,6200.0,2.0
1750,0.04,5180.0,2.0
2000,0.05,6200.0,2.0
2250,0.06,6180.0,2.0
2500,0.07,7204.0,2.0
3000,0.09,8248.0,2.0
3500,0.11,7204.0,2.0
4000,0.14,8240.0,2.0
4500,0.16,9308.0,2.0
5000,0.19,10312.0,2.0
6000,0.25,11300.0,2.0
7000,0.31,12352.0,2.0
8000,0.38,13416.0,2.0
9000,0.45,15424.0,2.0
10000,0.52,16444.0,2.0
