N,Time (s),Memory (KB),Passes
10,0.0,4152.0,1.0
20,0.0,4180.0,1.0
30,0.0,3128.0,1.0
40,0.0,4180.0,1.0
50,0.0,4188.0,1.0
60,0.0,4156.0,1.0
70,0.0,4152.0,1.0
80,0.0,3192.0,1.0
90,0.0,4152.0,1.0
100,0.0,3180.0,1.0
200,0.0,4172.0,2.0
300,0.01,4152.0,2.0
400,0.01,3108.0,2.0
500,0.01,3144.0,2.0
600,0.01,4196.0,2.0
700,0.02,4212.0,2.0
800,0.02,5176.0,2.0
900,0.03,5204.0,2.0
1000,0.03,4160.0,2.0
1250,0.04,4196.0,2.0
1500,0.06,6232.0,2.0
1750,0.07,6220.0,2.0
2000,0.09,5188.0,2.0
2250,0.11,6248.0,2.0
2500,0.12,6204.0,2.0
3000,0.16,7204.0,2.0
3500,0.21,9288.0,2.0
4000,0.25,8252.0,2.0
4500,0.3,9252.0,2.0
5000,0.35,10272.0,2.0
6000,0.46,11324.0,2.0
7000,0.59,12324.0,2.0
8000,0.73,14432.0,2.0
9000,0.87,15476.0,2.0
10000,1.03,17444.0,2.0
