N,Time (s),Memory (KB),Passes
10,0.01,10144.0,2.0
20,0.01,10176.0,2.0
30,0.01,10176.0,2.0
40,0.01,10176.0,2.0
50,0.02,10192.0,2.0
60,0.02,10208.0,2.0
70,0.01,10208.0,2.0
80,0.01,10224.0,2.0
90,0.01,10224.0,2.0
100,0.01,10368.0,2.0
150,0.01,10288.0,2.0
200,0.01,10352.0,2.0
250,0.01,10400.0,2.0
300,0.01,10496.0,2.0
350,0.02,10576.0,2.0
400,0.02,10672.0,2.0
450,0.02,10736.0,2.0
500,0.02,10832.0,2.0
600,0.02,10992.0,3.0
700,0.02,11136.0,3.0
800,0.02,11296.0,3.0
900,0.02,11456.0,3.0
1000,0.03,11584.0,3.0
1200,0.03,11888.0,3.0
1400,0.03,12288.0,3.0
1600,0.04,12896.0,3.0
1800,0.04,12976.0,3.0
2000,0.07,13488.0,3.0
2500,0.05,14048.0,3.0
3000,0.1,15232.0,3.0
3500,0.09,16112.0,3.0
4000,0.09,16864.0,3.0
4500,0.22,17872.0,3.0
5000,0.14,19520.0,3.0
6000,0.13,20080.0,3.0
7000,0.15,21104.0,3.0
8000,0.19,22688.0,3.0
9000,0.21,24448.0,3.0
10000,0.25,27200.0,3.0
