N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3181.716,1.0,0.0
20,0.0,3181.976,1.0,0.0
30,0.0,3182.788,1.0,0.0
40,0.0,3182.152,1.0,0.0
50,0.0,3183.904,1.0,0.0
60,0.0,3179.872,1.0,0.0
70,0.0,3182.72,1.0,0.0
80,0.0,3183.284,1.0,0.0
90,0.0,3184.252,1.0,0.0
100,0.0,3182.76,1.0,0.0
200,0.0,3182.948,2.0,190.62
300,0.0,3182.64,2.0,287.483
400,0.0,3181.672,2.0,385.026
500,0.0,3182.848,2.0,482.95
600,0.0032099999999999755,3183.06,2.0,581.046
700,0.008839999999999857,4203.504,2.0,679.247
800,0.00998999999999983,4208.524,2.0,777.509
900,0.010009999999999832,4206.068,2.0,875.941
1000,0.012039999999999806,4207.876,2.0,974.448
1200,0.020009999999999663,4205.272,2.0,1172.052
1400,0.02891000000000029,4207.124,2.0,1369.525
1600,0.03101000000000031,5232.504,2.0,1567.242
1800,0.04004999999999933,5230.624,2.0,1765.585
2000,0.04937999999999931,5230.152,2.0,1963.335
2500,0.06910999999999985,6255.588,2.0,2459.086
3000,0.08923000000000185,6670.576,2.0,2954.795
3500,0.11106999999999981,7273.416,2.0,3451.642
4000,0.1369299999999992,8300.364,2.0,3948.137
4500,0.16146999999999762,8302.212,2.0,4445.417
5000,0.18929999999999886,9323.708,2.0,4941.901
6000,0.2525199999999989,10348.76,2.0,5936.697
7000,0.32253999999999816,12377.328,2.0,6931.683
8000,0.40626999999999575,13404.312,2.0,7927.268
9000,0.46471999999999936,14445.952,2.0,8922.822
10000,0.5367099999999985,15475.22,2.0,9918.553
