K,Average User Time (s),Average Memory (KB),Passes
1,0.526,52065.6,3
2,0.528,52107.2,3
3,0.526,52067.2,3
4,0.53,52102.4,3
5,0.522,52090.4,3
6,0.526,52119.2,3
7,0.528,52123.2,3
8,0.524,52132.0,3
9,0.518,52078.4,3
10,0.522,52116.8,3
