K,Time (s),Memory (KB),Passes
1,7.33,9844.0,3
2,8.32,11240.0,3
3,7.3,12552.0,3
4,8.46,13972.0,3
5,7.44,15204.0,3
6,8.42,16536.0,3
7,7.07,17760.0,3
8,6.7,18880.0,3
9,8.35,20416.0,3
10,7.65,21788.0,3
