K,Time (s),Memory (KB),Passes
1,9.42,9152.0,4
2,10.3,9236.0,4
3,9.36,9220.0,4
4,9.31,9116.0,4
5,9.29,9168.0,4
6,10.48,9144.0,4
7,9.24,9168.0,4
8,10.41,9244.0,4
9,9.37,9380.0,4
10,10.56,9392.0,4
