K,Average User Time (s),Average Memory (KB),Passes
1,99.9,86752.0,41
2,55.05,102292.0,21
3,42.69,118376.0,14
4,32.26,134264.0,11
5,29.31,149984.0,9
6,25.43,165800.0,7
7,22.76,181964.0,6
8,22.29,197656.0,6
9,21.5,213080.0,5
10,19.63,228920.0,5
