K,Time (s),Memory (KB),Passes
1,15.31,59552.0,4
2,13.19,71892.0,3
3,15.19,84464.0,2
4,13.15,96548.0,2
5,0.16,37712.0,1
6,0.18,37612.0,1
7,0.17,37632.0,1
8,0.18,37576.0,1
9,0.18,37640.0,1
10,0.18,37644.0,1
