K,Average User Time (s),Average Memory (KB),Passes
1,0.0,3686.4,5
2,0.0,3715.2,2
3,0.0,3660.0,2
4,0.0,3650.4,1
5,0.0,3656.0,1
6,0.0,3716.0,1
7,0.0,3727.2,1
8,0.0,3631.2,1
9,0.0,3700.0,1
10,0.0,3692.8,1
