N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3182.988,1.0,0.0
20,0.0,3182.928,1.0,0.0
30,0.0,3182.22,1.0,0.0
40,0.0,3182.86,1.0,0.0
50,0.0,3180.824,1.0,0.0
60,0.0,3182.536,1.0,0.0
70,0.0,3182.108,1.0,0.0
80,0.0,3182.644,1.0,0.0
90,0.0,3181.74,1.0,0.0
100,0.0,3184.132,1.0,0.0
200,0.0,3182.748,1.0,0.0
300,0.0,3181.672,1.0,0.0
400,0.0,3183.536,1.0,0.0
500,0.0,3183.788,1.0,0.0
600,0.0,3181.5,1.0,0.0
700,0.0,3182.216,1.0,0.0
800,0.0,3183.04,1.0,0.0
900,0.0,3181.18,1.0,0.0
1000,0.0,3181.7,1.0,0.0
1200,0.005269999999999932,4207.3,2.0,1104.567
1400,0.009499999999999842,4207.84,2.0,1288.485
1600,0.009949999999999832,5229.54,2.0,1473.624
1800,0.010009999999999832,5227.308,2.0,1658.277
2000,0.01034999999999983,5230.492,2.0,1842.558
2500,0.01955999999999969,6253.44,2.0,2306.038
3000,0.02046999999999967,6648.964,2.0,2769.828
3500,0.029490000000000332,7279.116,2.0,3233.495
4000,0.03078000000000031,8301.224,2.0,3698.593
4500,0.03992999999999938,8300.816,2.0,4164.497
5000,0.042249999999999434,9323.564,2.0,4629.322
6000,0.05454999999999978,10348.212,2.0,5561.554
7000,0.06655000000000028,12395.312,2.0,6494.49
8000,0.07889999999999878,13421.924,2.0,7429.086
9000,0.09282000000000129,14441.4,2.0,8363.151
10000,0.10451999999999899,15467.668,2.0,9298.978
