K,Average User Time (s),Average Memory (KB),Passes
1,2007.62,79280.0,1418
2,40.14,94548.0,20
3,31.25,102156.0,13
4,21.11,121980.0,9
5,22.81,141356.0,8
6,14.01,154776.0,6
7,16.97,169172.0,6
8,12.93,187984.0,5
9,16.45,199772.0,5
10,11.49,219540.0,4
