K,Average User Time (s),Average Memory (KB),Passes
1,163.044,131039.2,5
2,142.696,131038.4,5
3,155.0,131619.2,5
4,169.564,131565.6,5
5,132.164,130774.4,5
6,131.336,130775.2,5
7,148.79,131835.2,5
8,164.238,131056.0,5
9,133.248,131035.2,5
10,133.602,131051.2,5
