N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3175.52,1.0,0.0
20,0.0,3181.12,1.0,0.0
30,0.0,3175.16,1.0,0.0
40,0.0,3177.32,1.0,0.0
50,0.0,3171.72,1.0,0.0
60,0.0,3178.24,1.0,0.0
70,0.0,3180.76,1.0,0.0
80,0.0,3177.88,1.0,0.0
90,0.0,3163.96,1.0,0.0
100,0.0,3172.2,1.0,0.0
200,0.0,3174.24,1.0,0.0
300,0.0,3174.48,1.0,0.0
400,0.0,3183.0,1.0,0.0
500,0.0,3176.68,1.0,0.0
600,0.0,3178.24,1.0,0.0
700,0.0,3176.84,1.0,0.0
800,0.0,3174.64,1.0,0.0
900,0.0,3177.28,1.0,0.0
1000,0.0,3180.44,1.0,0.0
1200,0.009800000000000007,3175.84,2.29,96.07
1400,0.010000000000000007,3183.4,2.21,105.12
1600,0.01610000000000001,3178.12,2.31,96.78
1800,0.01280000000000001,3174.72,2.25,100.52
2000,0.017900000000000013,3179.04,2.37,108.99
2500,0.03579999999999997,3177.72,2.35,108.74
3000,0.0369,4130.36,2.27,110.66
3500,0.05669999999999995,4203.04,2.36,111.55
4000,0.03869999999999995,4201.24,2.34,110.39
4500,0.0454,4204.96,2.39,112.94
5000,0.053499999999999916,4201.28,2.44,122.78
6000,0.06829999999999999,4240.8,2.5,121.31
7000,0.07980000000000001,5163.68,2.46,124.13
8000,0.09270000000000005,5226.0,2.43,126.44
9000,0.1046999999999999,5233.64,2.42,121.82
10000,0.12300000000000003,5464.56,2.52,122.75
