N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3178.52,1.0,0.0
20,0.0,3177.88,1.0,0.0
30,0.0,3173.88,1.0,0.0
40,0.0,3175.64,1.0,0.0
50,0.0,3179.2,1.0,0.0
60,0.0,3176.52,1.0,0.0
70,0.0,3180.32,1.0,0.0
80,0.0,3175.56,1.0,0.0
90,0.0,3175.28,1.0,0.0
100,0.0,3173.16,1.0,0.0
200,0.0,3173.88,1.0,0.0
300,0.0,3178.08,1.0,0.0
400,0.0,3179.4,1.0,0.0
500,0.0,3172.56,1.0,0.0
600,0.0,3176.04,1.0,0.0
700,0.0,3178.0,1.0,0.0
800,0.0,3179.04,1.0,0.0
900,0.0,3176.44,1.0,0.0
1000,0.0,3180.16,1.0,0.0
1200,0.009600000000000006,4198.08,1.0,95.79
1400,0.01270000000000001,4204.76,1.05,105.4
1600,0.01600000000000001,4259.2,1.06,96.71
1800,0.01730000000000001,5219.12,1.11,101.03
2000,0.02200000000000001,5225.52,1.89,108.85
2500,0.03889999999999993,6219.08,2.0,109.18
3000,0.041000000000000016,6247.8,2.0,110.98
3500,0.057199999999999945,7259.0,2.0,112.01
4000,0.04999999999999991,7275.24,2.0,111.16
4500,0.0599999999999999,8300.04,2.0,113.56
5000,0.06540000000000001,8400.92,2.0,123.36
6000,0.08100000000000002,10304.64,2.0,121.86
7000,0.09779999999999983,11362.24,2.0,124.63
8000,0.1141999999999999,12390.76,2.0,127.11
9000,0.12970000000000012,13413.56,2.0,122.44
10000,0.1520000000000002,14446.88,2.0,123.06
