N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3176.92,2.0,9.54
20,0.0,3171.52,2.99,15.37
30,0.0,3167.16,3.01,20.13
40,0.0,3177.24,3.0,24.43
50,0.0,3178.08,3.03,27.8
60,0.0,3173.8,3.04,31.41
70,0.0,3175.72,3.03,34.45
80,0.0,3173.0,3.05,37.72
90,0.0,3180.32,3.04,41.2
100,0.0,3178.44,3.03,42.56
200,0.0,3174.24,3.12,62.44
300,0.0,3179.88,3.16,77.23
400,0.0001,3178.76,3.19,81.99
500,0.0008,3172.8,3.1,86.38
600,0.004300000000000002,3171.84,3.23,92.82
700,0.003900000000000002,3170.84,3.17,91.4
800,0.009200000000000007,3172.68,3.19,95.61
900,0.010400000000000006,3176.76,3.17,92.91
1000,0.012000000000000009,3176.76,3.22,101.67
1200,0.013200000000000007,3176.28,3.28,95.25
1400,0.013400000000000009,3175.72,3.23,104.6
1600,0.028199999999999982,3182.04,3.28,95.48
1800,0.030499999999999985,3180.32,3.24,99.02
2000,0.03069999999999999,3176.28,3.35,107.74
2500,0.04929999999999997,3177.08,3.34,107.55
3000,0.0435,4170.8,3.29,109.24
3500,0.06970000000000001,4198.56,3.35,110.59
4000,0.05399999999999991,4202.72,3.36,108.72
4500,0.06499999999999996,4196.8,3.38,111.77
5000,0.07490000000000002,4205.92,3.48,121.01
6000,0.09129999999999995,4473.44,3.5,120.28
7000,0.10979999999999986,5229.44,3.45,123.18
8000,0.1284,5223.16,3.46,124.94
9000,0.14770000000000014,5227.16,3.45,120.72
10000,0.1683,6158.12,3.48,121.41
