K,Iteration,User Time (s),Memory (KB),Passes
4,1,13.81,88700.0,4
4,2,12.97,88764.0,4
4,3,13.19,88720.0,4
4,4,14.61,88832.0,4
4,5,13.43,88832.0,4
4,6,14.03,88704.0,4
4,7,13.19,88644.0,4
4,8,13.94,88836.0,4
4,9,13.85,88608.0,4
4,10,13.67,88780.0,4
4,11,14.23,88624.0,4
4,12,14.7,88768.0,4
4,13,14.31,88700.0,4
4,14,13.72,88832.0,4
4,15,13.55,88712.0,4
4,16,13.35,88748.0,4
4,17,14.17,88828.0,4
4,18,13.75,88680.0,4
4,19,14.03,88800.0,4
4,20,14.11,88804.0,4
4,21,14.16,88768.0,4
4,22,13.36,88800.0,4
4,23,13.94,88836.0,4
4,24,14.14,88768.0,4
4,25,14.24,88776.0,4
4,26,13.59,88664.0,4
4,27,14.24,88756.0,4
4,28,13.18,88828.0,4
4,29,13.85,88756.0,4
4,30,14.65,88772.0,4
4,31,14.08,88748.0,4
4,32,14.37,88696.0,4
4,33,13.21,88772.0,4
4,34,13.66,88764.0,4
4,35,13.93,88820.0,4
4,36,13.89,88804.0,4
4,37,14.03,88760.0,4
4,38,13.13,88716.0,4
4,39,14.11,88776.0,4
4,40,14.05,88840.0,4
4,41,13.99,88840.0,4
4,42,13.46,88756.0,4
4,43,13.07,88852.0,4
4,44,14.49,88772.0,4
4,45,14.6,88800.0,4
4,46,14.88,88676.0,4
4,47,13.93,88748.0,4
4,48,13.83,88752.0,4
4,49,14.23,88664.0,4
4,50,14.51,88716.0,4
