K,Iteration,User Time (s),Memory (KB),Passes
3,1,14.93,104160.0,4
3,2,14.27,104076.0,4
3,3,15.05,104144.0,4
3,4,14.21,104076.0,4
3,5,14.61,104088.0,4
3,6,13.94,104152.0,4
3,7,14.21,104132.0,4
3,8,13.95,104084.0,4
3,9,14.87,104136.0,4
3,10,14.29,104092.0,4
3,11,14.75,104004.0,4
3,12,13.64,104164.0,4
3,13,14.51,104052.0,4
3,14,15.2,103980.0,4
3,15,13.85,104044.0,4
3,16,14.54,103980.0,4
3,17,13.3,103996.0,4
3,18,14.26,103992.0,4
3,19,14.36,104116.0,4
3,20,14.32,104024.0,4
3,21,13.11,104080.0,4
3,22,14.11,104168.0,4
3,23,14.11,104152.0,4
3,24,14.64,104156.0,4
3,25,14.62,104132.0,4
3,26,14.84,104132.0,4
3,27,14.98,104032.0,4
3,28,14.62,104032.0,4
3,29,14.97,104136.0,4
3,30,14.64,103972.0,4
3,31,14.48,104168.0,4
3,32,14.77,104032.0,4
3,33,14.87,104028.0,4
3,34,14.09,104072.0,4
3,35,13.99,104084.0,4
3,36,13.99,103980.0,4
3,37,14.92,104088.0,4
3,38,14.09,104156.0,4
3,39,13.51,104132.0,4
3,40,13.85,104008.0,4
3,41,13.63,103976.0,4
3,42,14.43,104132.0,4
3,43,13.46,104064.0,4
3,44,14.43,104120.0,4
3,45,14.4,104120.0,4
3,46,13.96,104032.0,4
3,47,13.72,104064.0,4
3,48,13.25,104020.0,4
3,49,13.28,104080.0,4
3,50,15.27,104128.0,4
