K,Iteration,User Time (s),Memory (KB),Passes
2,1,18.26,84752.0,4
2,2,20.07,84720.0,4
2,3,17.79,84808.0,4
2,4,19.74,84880.0,4
2,5,18.94,84756.0,4
2,6,19.85,84756.0,4
2,7,19.33,84804.0,4
2,8,18.03,84844.0,4
2,9,19.62,84736.0,4
2,10,18.91,84804.0,4
2,11,18.96,84700.0,4
2,12,20.16,84812.0,4
2,13,20.41,84752.0,4
2,14,18.01,84780.0,4
2,15,20.97,84720.0,4
2,16,20.56,84872.0,4
2,17,18.9,84792.0,4
2,18,19.71,84740.0,4
2,19,19.92,84716.0,4
2,20,18.06,84808.0,4
2,21,17.42,84716.0,4
2,22,19.88,84756.0,4
2,23,19.17,84876.0,4
2,24,17.62,84860.0,4
2,25,19.7,84776.0,4
2,26,19.62,84784.0,4
2,27,19.2,84792.0,4
2,28,18.32,84776.0,4
2,29,19.74,84784.0,4
2,30,18.79,84844.0,4
2,31,20.38,84772.0,4
2,32,19.05,84844.0,4
2,33,19.39,84756.0,4
2,34,19.61,84708.0,4
2,35,20.95,84892.0,4
2,36,19.12,84712.0,4
2,37,17.49,84756.0,4
2,38,20.27,84756.0,4
2,39,20.36,84768.0,4
2,40,20.2,84856.0,4
2,41,20.07,84792.0,4
2,42,18.53,84888.0,4
2,43,19.9,84884.0,4
2,44,19.56,84704.0,4
2,45,18.84,84828.0,4
2,46,18.35,84804.0,4
2,47,20.51,84708.0,4
2,48,20.21,84844.0,4
2,49,18.08,84820.0,4
2,50,20.27,84888.0,4
