K,Iteration,User Time (s),Memory (KB),Passes
6,1,15.66,77388.0,4
6,2,15.6,77316.0,4
6,3,15.53,77368.0,4
6,4,15.37,77356.0,4
6,5,15.23,77324.0,4
6,6,15.07,77464.0,4
6,7,14.54,77492.0,4
6,8,15.42,77364.0,4
6,9,15.69,77324.0,4
6,10,15.92,77404.0,4
6,11,14.7,77364.0,4
6,12,15.5,77448.0,4
6,13,15.43,77416.0,4
6,14,15.69,77360.0,4
6,15,13.16,77352.0,4
6,16,15.22,77468.0,4
6,17,16.49,77492.0,4
6,18,13.96,77504.0,4
6,19,15.18,77304.0,4
6,20,15.47,77404.0,4
6,21,15.03,77464.0,4
6,22,16.47,77364.0,4
6,23,15.78,77360.0,4
6,24,14.84,77420.0,4
6,25,16.01,77396.0,4
6,26,15.16,77348.0,4
6,27,16.28,77408.0,4
6,28,16.16,77424.0,4
6,29,15.27,77472.0,4
6,30,15.23,77316.0,4
6,31,15.41,77448.0,4
6,32,15.42,77348.0,4
6,33,16.43,77464.0,4
6,34,14.26,77360.0,4
6,35,16.02,77356.0,4
6,36,14.73,77360.0,4
6,37,15.28,77340.0,4
6,38,15.19,77420.0,4
6,39,15.19,77412.0,4
6,40,16.02,77480.0,4
6,41,14.51,77328.0,4
6,42,15.57,77492.0,4
6,43,14.63,77396.0,4
6,44,15.26,77468.0,4
6,45,15.29,77412.0,4
6,46,15.17,77428.0,4
6,47,15.34,77456.0,4
6,48,15.36,77496.0,4
6,49,14.15,77496.0,4
6,50,15.62,77440.0,4
