K,Average User Time (s),Average Memory (KB),Passes
1,19.6128,84800.0,4
2,19.336,84789.92,4
3,14.2818,104079.36,4
4,13.9082,88758.24,4
5,14.6816,79253.84,4
6,15.3182,77405.68,4
7,8.9914,82957.2,4
8,13.4812,96133.2,4
9,14.242,93254.96,4
10,14.2314,77685.44,4
