K,Iteration,User Time (s),Memory (KB),Passes
1,1,18.7,84736.0,4
1,2,19.17,84720.0,4
1,3,20.35,84752.0,4
1,4,19.34,84760.0,4
1,5,18.55,84652.0,4
1,6,20.95,84752.0,4
1,7,19.95,84708.0,4
1,8,20.21,84800.0,4
1,9,19.37,84868.0,4
1,10,20.3,84808.0,4
1,11,18.73,84872.0,4
1,12,19.18,84772.0,4
1,13,19.49,84812.0,4
1,14,18.93,84796.0,4
1,15,20.5,84760.0,4
1,16,17.75,84772.0,4
1,17,18.44,84784.0,4
1,18,18.3,84756.0,4
1,19,19.95,84884.0,4
1,20,19.5,84784.0,4
1,21,19.61,84884.0,4
1,22,20.04,84844.0,4
1,23,18.69,84748.0,4
1,24,20.35,84788.0,4
1,25,21.19,84776.0,4
1,26,20.55,84772.0,4
1,27,18.95,84808.0,4
1,28,18.55,84892.0,4
1,29,19.53,84752.0,4
1,30,20.15,84888.0,4
1,31,19.26,84844.0,4
1,32,18.2,84708.0,4
1,33,20.3,84812.0,4
1,34,20.32,84736.0,4
1,35,19.75,84864.0,4
1,36,19.01,84808.0,4
1,37,20.23,84756.0,4
1,38,19.98,84864.0,4
1,39,19.47,84768.0,4
1,40,19.72,84888.0,4
1,41,18.5,84880.0,4
1,42,19.77,84804.0,4
1,43,19.76,84772.0,4
1,44,20.35,84876.0,4
1,45,21.24,84884.0,4
1,46,19.54,84864.0,4
1,47,20.16,84704.0,4
1,48,19.17,84836.0,4
1,49,20.85,84756.0,4
1,50,19.79,84876.0,4
