K,Iteration,User Time (s),Memory (KB),Passes
8,1,13.97,96156.0,4
8,2,13.26,96156.0,4
8,3,13.61,96060.0,4
8,4,14.02,96072.0,4
8,5,12.58,96240.0,4
8,6,12.17,96244.0,4
8,7,12.4,96160.0,4
8,8,13.6,96228.0,4
8,9,14.2,96088.0,4
8,10,14.16,96104.0,4
8,11,14.24,96172.0,4
8,12,13.99,96160.0,4
8,13,13.78,96232.0,4
8,14,13.84,96148.0,4
8,15,13.45,96012.0,4
8,16,13.97,96064.0,4
8,17,14.22,96112.0,4
8,18,13.71,96196.0,4
8,19,13.82,96164.0,4
8,20,13.35,96092.0,4
8,21,13.96,96096.0,4
8,22,13.44,96072.0,4
8,23,12.91,96152.0,4
8,24,12.21,96072.0,4
8,25,12.1,96108.0,4
8,26,13.57,96160.0,4
8,27,13.75,96056.0,4
8,28,13.82,96092.0,4
8,29,14.08,96092.0,4
8,30,13.87,96156.0,4
8,31,13.88,96164.0,4
8,32,13.11,96156.0,4
8,33,13.71,96108.0,4
8,34,13.84,96132.0,4
8,35,13.27,96128.0,4
8,36,14.12,96212.0,4
8,37,14.23,96096.0,4
8,38,13.48,96124.0,4
8,39,13.36,96068.0,4
8,40,12.03,96156.0,4
8,41,13.65,96224.0,4
8,42,13.89,96068.0,4
8,43,14.05,96236.0,4
8,44,12.92,96140.0,4
8,45,13.48,96156.0,4
8,46,12.53,96072.0,4
8,47,13.5,96132.0,4
8,48,12.29,96168.0,4
8,49,13.23,96136.0,4
8,50,13.44,96068.0,4
