K,Iteration,User Time (s),Memory (KB),Passes
10,1,13.81,77744.0,4
10,2,14.14,77592.0,4
10,3,14.15,77664.0,4
10,4,14.16,77760.0,4
10,5,13.71,77744.0,4
10,6,14.24,77612.0,4
10,7,13.33,77676.0,4
10,8,14.25,77656.0,4
10,9,13.6,77764.0,4
10,10,14.67,77764.0,4
10,11,14.8,77584.0,4
10,12,13.91,77764.0,4
10,13,14.2,77752.0,4
10,14,14.53,77676.0,4
10,15,14.21,77712.0,4
10,16,13.04,77764.0,4
10,17,13.87,77584.0,4
10,18,14.58,77756.0,4
10,19,13.85,77664.0,4
10,20,13.59,77688.0,4
10,21,14.29,77592.0,4
10,22,13.83,77700.0,4
10,23,13.57,77636.0,4
10,24,14.21,77688.0,4
10,25,14.78,77604.0,4
10,26,13.7,77628.0,4
10,27,14.36,77612.0,4
10,28,14.28,77740.0,4
10,29,13.92,77716.0,4
10,30,14.06,77724.0,4
10,31,14.46,77744.0,4
10,32,14.26,77760.0,4
10,33,13.32,77628.0,4
10,34,14.68,77608.0,4
10,35,13.83,77752.0,4
10,36,14.21,77676.0,4
10,37,14.69,77588.0,4
10,38,14.03,77756.0,4
10,39,14.51,77572.0,4
10,40,14.06,77628.0,4
10,41,14.32,77612.0,4
10,42,14.78,77644.0,4
10,43,14.76,77760.0,4
10,44,14.65,77760.0,4
10,45,14.71,77756.0,4
10,46,14.71,77676.0,4
10,47,15.0,77648.0,4
10,48,15.42,77712.0,4
10,49,15.22,77672.0,4
10,50,14.31,77760.0,4
