K,Iteration,User Time (s),Memory (KB),Passes
9,1,14.63,93184.0,4
9,2,15.13,93204.0,4
9,3,14.08,93256.0,4
9,4,14.46,93260.0,4
9,5,14.69,93328.0,4
9,6,14.95,93228.0,4
9,7,14.57,93156.0,4
9,8,14.27,93308.0,4
9,9,15.24,93232.0,4
9,10,14.23,93140.0,4
9,11,14.4,93308.0,4
9,12,14.07,93232.0,4
9,13,14.0,93244.0,4
9,14,13.79,93256.0,4
9,15,14.36,93308.0,4
9,16,13.77,93320.0,4
9,17,14.48,93236.0,4
9,18,14.4,93248.0,4
9,19,14.49,93328.0,4
9,20,14.6,93340.0,4
9,21,14.64,93224.0,4
9,22,14.22,93256.0,4
9,23,14.43,93248.0,4
9,24,14.81,93224.0,4
9,25,14.67,93232.0,4
9,26,13.65,93148.0,4
9,27,13.49,93324.0,4
9,28,13.8,93200.0,4
9,29,15.04,93332.0,4
9,30,14.36,93276.0,4
9,31,14.55,93220.0,4
9,32,13.35,93260.0,4
9,33,14.22,93244.0,4
9,34,13.2,93344.0,4
9,35,14.63,93328.0,4
9,36,14.48,93156.0,4
9,37,13.27,93232.0,4
9,38,13.57,93296.0,4
9,39,13.72,93240.0,4
9,40,13.46,93304.0,4
9,41,13.86,93340.0,4
9,42,13.39,93324.0,4
9,43,14.33,93220.0,4
9,44,14.22,93316.0,4
9,45,14.43,93172.0,4
9,46,13.78,93288.0,4
9,47,13.99,93220.0,4
9,48,14.52,93292.0,4
9,49,14.77,93260.0,4
9,50,14.64,93112.0,4
